obs,time,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,Attention,Meditation,Blink,Derived,totPwr,class
929,44.9,74024,5073,7605,7718,2331,4490,2110,2205,66,100,46,0.66,105556,2
930,46.0,999796,145412,82536,114488,52947,24604,8995,7307,51,100,39,0.65,1436085,2
931,47.0,71073,24707,7958,56546,30450,27269,18121,6107,48,100,35,0.66,242231,2
932,48.0,1115162,211852,23128,23308,46963,19223,12040,8636,54,94,0,0.33,1460312,2
933,49.0,136777,5008,3037,6110,1498,1001,2013,174,41,93,46,0.33,155618,2
934,50.0,52392,38758,5267,652,914,1783,1530,650,35,70,0,0.32,101946,2
935,51.0,2002325,260141,2701,59796,35233,19236,40536,6875,14,56,0,0.33,2426843,2
936,52.0,1963197,130700,13716,10486,10170,66577,15551,8268,37,51,0,0.2,2218665,2
937,53.0,1270817,304528,122684,209540,151588,137287,21575,17495,50,43,0,0.21,2235514,3
938,54.0,552421,31298,5450,6287,6820,3676,3229,2238,57,51,0,0.2,611419,2
939,54.5,730234,147802,5747,5133,10132,16704,7666,1517,64,37,61,0.18,924935,3
940,55.8,2024341,414017,217245,25327,35663,37007,30396,54325,41,54,56,0.2,2838321,2
941,57.0,454831,50654,8013,26508,9718,4937,3165,1948,24,54,37,0.19,559774,2
942,58.0,243241,65168,1153,5032,6913,9621,11551,2800,29,40,0,0.21,345479,3
943,59.0,76682,14918,17580,560,5929,4650,6637,3756,34,67,0,0.28,130712,2
944,60.0,157963,55016,7429,13310,52411,19062,20768,11562,50,54,45,0.38,337521,2
945,60.7,7832,101577,30042,32560,20876,21676,21144,8081,57,53,38,0.86,243788,2
946,1.9,57990,25457,42042,16398,4730,8442,6617,2815,0,0,0,0.56,164491,3
947,2.9,66664,54258,35348,37496,7284,8002,6279,1379,0,0,0,0.5,216710,3
948,4.0,6822,45777,30830,4180,17647,9389,5565,2315,0,0,43,0.83,122525,3
949,5.0,389006,50193,23154,19308,4937,2528,1866,475,30,38,0,0.65,491467,3
950,6.0,79833,27093,13009,21671,6944,7985,2595,1451,44,40,0,0.58,160581,3
951,6.9,156818,51892,56305,11563,6078,36901,3897,678,67,41,0,0.52,324132,3
952,7.9,239641,9963,92656,10946,6877,21097,4088,3129,84,64,0,0.47,388397,2
953,8.9,44705,13866,69169,3054,3889,13849,4972,1606,100,87,0,0.28,155110,2
954,10.0,53146,33405,36799,26539,6014,11714,6478,2280,100,94,0,0.37,176375,2
955,11.0,7343,12094,74332,14944,9836,5283,3397,1021,81,100,0,0.52,128250,2
956,11.9,27823,28804,23748,8570,5082,15391,2990,2394,84,90,0,0.6,114802,2
957,12.9,105119,8797,20697,3016,11386,4636,1548,2047,84,70,0,0.6,157246,2
958,13.9,5175,11761,40116,10215,15622,3631,2558,1992,75,74,0,0.76,91070,2
959,14.9,184340,59327,12383,53382,10378,14512,3948,2217,84,50,0,0.7,340487,0
960,15.9,243125,82502,25133,9203,7874,11586,3615,4735,70,40,0,0.54,387773,3
961,16.9,11863,17366,59419,26198,8643,6547,3653,1335,61,57,0,0.6,135024,2
962,17.9,44114,45939,111016,19905,8127,17119,2283,721,67,61,0,0.62,249224,2
963,19.0,4237,11136,86036,7846,12181,13096,1679,1084,69,81,0,0.58,137295,2
964,19.9,3501,32177,32391,7227,10928,6626,1903,1344,67,96,0,0.8,96097,2
965,21.0,121067,38200,63457,34998,3693,9277,7638,5203,69,91,0,0.84,283533,2
966,22.0,15608,7472,58170,4365,9974,10859,4505,1807,74,96,0,0.84,112760,2
967,23.0,268884,56819,36422,48637,7912,10354,1935,2454,66,80,0,0.8,433417,2
968,23.9,44035,27943,115391,2627,8707,9821,2470,2024,63,100,0,0.66,213018,2
969,25.0,62499,31451,40056,16867,29090,16420,6648,1477,78,83,0,0.49,204508,2
970,26.0,13536,61127,67131,15599,11749,9857,5303,1216,67,67,63,0.58,185518,2
971,26.9,379680,79525,6151,15779,8347,4470,1314,382,61,43,0,0.43,495648,3
972,27.9,96526,53540,39648,12345,16201,12664,7821,3873,69,17,58,0.49,242618,3
973,28.9,1365811,347920,107695,57094,9772,13102,6504,7302,41,13,0,0.42,1915200,3
974,29.9,56351,17787,80626,8897,6909,14095,3821,1575,50,27,0,0.41,190061,3
975,30.9,17141,11561,106442,11637,7969,10024,7146,1203,56,69,68,0.41,173123,2
976,31.9,662609,21954,18014,13827,2111,3683,2111,766,48,78,0,0.41,725075,2
977,32.9,47556,41828,127877,11515,3598,9956,4223,3040,57,100,0,0.42,249593,2
978,34.0,21710,37595,108743,1586,1080,11482,7756,4680,51,100,0,0.61,194632,2
979,35.0,67982,58390,64020,11846,10344,13509,5830,2596,54,81,0,0.62,234517,2
980,36.0,113109,24400,38439,19277,18022,9627,8152,6477,61,81,0,0.54,237503,2
981,37.0,128614,70763,92991,7404,7007,16556,20381,2014,69,67,0,0.63,345730,2
982,38.0,112294,72207,28993,40728,38112,15475,10927,3871,77,48,0,0.62,322607,3
983,38.9,69987,15937,103520,11461,12319,10788,7833,2489,74,64,0,0.51,234334,2
984,40.0,118502,34605,58619,4775,5589,10771,10072,2451,74,66,0,0.5,245384,2
985,41.0,42291,34611,61989,15994,17767,13179,5426,2850,75,66,0,0.52,194107,2
986,42.0,63335,19932,47021,21171,12658,18349,5907,2986,81,81,0,0.52,191359,2
987,42.9,228049,125554,50638,44825,11556,12194,6506,2944,77,56,0,0.48,482266,2
988,44.0,83091,23370,31839,22482,5679,10510,5996,3626,78,57,62,0.47,186593,2
989,44.9,30933,408311,103496,29890,6488,12661,7524,7056,57,40,0,0.57,606359,3
990,45.9,1623835,317855,46339,58353,20494,23626,14162,8616,41,14,0,0.48,2113280,3
991,46.9,2273621,342753,95298,26388,11240,12795,14445,18874,34,4,0,0.41,2795414,3
992,47.9,1183504,195484,14222,16358,23673,12952,4958,14642,21,1,43,0.39,1465793,3
993,48.9,340132,63239,5002,6800,1455,3000,3298,860,27,1,61,0.33,423786,3
994,49.9,1607184,390348,52430,93366,86855,21747,51021,15644,23,1,0,0.19,2318595,3
995,50.9,471612,123716,81537,54398,31902,21219,31487,14987,38,1,53,0.24,830858,3
996,51.9,112322,20632,3119,1012,546,1523,604,720,38,7,0,0.24,140478,3
997,52.9,36860,27614,204480,17498,6362,23247,8418,4270,48,44,61,0.37,328749,3
998,53.9,332627,12621,16758,26176,2430,1926,2453,804,48,70,0,0.36,395795,2
999,55.0,56392,3926,117990,24852,10116,11212,2938,2924,48,90,68,0.4,230350,2
1000,55.9,254346,88553,31978,20850,9547,5844,2078,893,43,100,0,0.34,414089,2
1001,56.9,64859,47725,46099,13663,3642,10137,4073,3111,43,80,0,0.41,193309,2
1002,57.9,16469,29717,139515,26018,5254,5261,6724,5358,40,83,0,0.48,234316,2
1003,58.9,40825,11631,87863,6112,4060,16592,14012,3680,50,75,0,0.63,184775,2
1004,59.9,83601,152224,15610,43814,15131,20856,15610,7703,63,69,62,0.69,354549,2
1005,61.0,536358,420079,34073,16110,24108,27072,4664,6872,56,48,0,0.7,1069336,3
1006,61.0,494634,296472,202364,16827,46698,25942,12492,6749,0,0,0,0.66,1102178,3
1007,2.9,1140459,79222,78463,5861,7123,27808,13008,6951,0,0,0,0.18,1358895,3
1008,4.0,907122,9321,7597,11956,5004,3561,1537,712,0,0,70,0.13,946810,3
1009,5.0,1129149,88190,34666,14486,3418,11079,4114,4728,0,0,0,0.13,1289830,3
1010,5.9,1254937,45152,8174,5634,2701,2548,816,1207,30,30,47,0.11,1321169,3
1011,6.9,2826066,126424,8367,32407,3441,1290,3312,4000,13,23,0,0.1,3005307,3
1012,8.0,3975841,602153,14426,228024,46643,35317,28868,25231,13,20,0,0.1,4956503,3
1013,9.0,808478,153470,44197,18832,2683,6891,4602,1596,10,17,0,0.11,1040749,3
1014,9.9,1637923,26105,15294,1888,3330,7066,4656,3501,34,26,0,0.1,1699763,3
1015,10.9,1676855,457272,86543,22583,16654,14253,7850,13739,44,23,31,0.12,2295749,3
1016,11.9,742864,896882,27976,32909,25265,43328,4604,21284,44,10,0,0.16,1795112,3
1017,13.0,332796,439768,65937,12338,6772,17642,19646,7219,44,3,0,0.2,902118,3
1018,13.9,1091217,26368,17667,1843,5505,2638,2274,4148,35,10,33,0.2,1151660,3
1019,14.9,207055,54562,21239,22644,4160,4513,3029,3981,41,30,0,0.23,321183,3
1020,15.9,1581036,87867,90374,43606,18186,15951,8472,10945,47,66,0,0.23,1856437,2
1021,17.0,603114,71797,13528,2964,5901,15524,3639,8202,66,67,0,0.22,724669,2
1022,18.0,17130,9022,23049,25188,6281,18520,3859,8127,87,78,0,0.38,111176,2
1023,18.9,77844,23517,105313,54548,3956,9088,3407,4662,87,93,0,0.45,282335,2
1024,20.0,159655,33213,19599,9934,8952,4602,4608,17902,84,80,0,0.49,258465,2
1025,20.9,34973,26672,4125,30510,7035,22697,7450,9947,91,90,0,0.66,143409,2
1026,22.0,20831,38710,40036,17593,5599,14804,5701,6604,83,81,0,0.84,149878,2
1027,22.9,872181,72951,14994,19477,4944,3465,3378,10855,78,60,0,0.64,1002245,2
1028,24.0,621407,95720,6211,4513,1390,1062,962,2591,60,41,0,0.57,733856,3
1029,25.0,16807,27857,107041,33797,13971,14762,2051,11834,43,56,0,0.71,228120,2
1030,26.0,116192,35188,28635,24035,4146,9977,2494,10000,40,56,0,0.6,230667,2
1031,26.9,151225,83948,17287,10652,14729,5746,3590,5756,47,51,0,0.45,292933,2
1032,27.9,334952,155266,20468,24252,5358,16799,5170,5672,67,57,0,0.47,567937,2
1033,29.0,67713,48905,38819,6703,7763,13663,4726,7777,75,44,0,0.57,196069,3
1034,29.9,15270,14413,26025,21604,2169,16630,4588,15652,83,48,0,0.64,116351,3
1035,31.0,224425,29931,8902,3457,706,1195,1117,3365,77,51,0,0.59,273098,2
1036,31.9,579266,52458,34326,19373,9780,25250,4569,6961,88,60,0,0.56,731983,2
1037,32.9,856989,67787,33327,17301,14929,7146,3245,3792,78,60,0,0.54,1004516,2
1038,34.0,122895,32029,7471,752,1514,1859,960,2510,57,43,0,0.46,169990,3
1039,34.9,88889,15579,43884,55468,5943,11223,3462,4429,70,64,0,0.23,228877,2
1040,35.9,170646,78752,99500,17430,5863,10280,3699,3955,54,70,0,0.26,390125,2
1041,36.9,594442,186285,6154,41778,13697,8124,4360,3843,50,61,0,0.25,858683,2
1042,38.0,111993,32301,21462,22844,34046,9919,5028,9492,60,69,0,0.32,247085,2
1043,39.0,116288,37808,65518,8041,12568,8945,4438,9566,57,60,0,0.37,263172,2
1044,39.9,249221,19313,5888,3971,2748,3668,1290,1292,66,48,0,0.32,287391,3
1045,41.0,254379,169595,26093,33045,19472,10424,7647,7055,70,50,0,0.33,527710,0
1046,42.0,2191862,177970,38637,21774,25113,20361,40246,16132,66,43,0,0.34,2532095,3
1047,43.0,234338,170409,78379,47062,13014,5644,3227,7286,50,38,0,0.3,559359,3
1048,43.9,140196,37759,34675,27301,12166,10172,4909,9257,47,48,0,0.29,276435,3
1049,44.9,537476,86485,55546,14965,8112,12207,11330,6516,51,56,38,0.31,732637,2
1050,46.0,687109,44876,5976,19808,7448,12417,5376,9946,60,60,0,0.28,792956,2
1051,47.0,1782367,107474,41912,55426,5299,10630,8688,6363,70,60,0,0.27,2018159,2
1052,47.9,937766,292587,30980,6050,14000,6418,5318,2649,54,38,0,0.23,1295768,3
1053,48.9,646167,208668,34822,7127,23109,12874,6139,5582,50,24,0,0.18,944488,3
1054,49.9,788959,39012,3964,21272,2850,4045,2983,2295,38,27,0,0.15,865380,3
1055,51.0,51017,5842,45302,9015,6370,13447,3793,7646,53,40,0,0.24,142432,3
1056,52.0,88242,13537,3746,19983,1413,1889,910,1287,64,63,0,0.26,131007,2
1057,52.9,202006,4845,22466,12981,3354,3251,1617,2109,69,91,0,0.28,252629,2
1058,54.0,337635,37497,7505,13297,13225,3600,11294,8361,69,88,0,0.31,432414,2
1059,54.9,72336,10181,6425,55481,5863,10356,3806,5301,64,90,0,0.38,169749,2
1060,55.9,97880,73774,37105,42539,2337,5550,3199,4212,61,87,0,0.33,266596,2
1061,56.9,325259,40509,90376,67423,11122,25088,3463,7700,66,83,0,0.34,570940,2
1062,57.9,108461,106986,4059,13984,22666,5653,4173,6197,63,70,0,0.38,272179,2
1063,59.0,715913,155483,17812,26052,11413,12799,3558,9551,53,48,0,0.35,952581,3
1064,60.0,964227,72864,3811,37660,24021,9451,6380,9066,63,40,0,0.29,1127480,3
1065,60.0,296103,248074,39141,35628,56176,32507,4496,7234,0,0,0,0.27,719359,3
1066,2.4,649523,30205,10024,7180,4028,7337,16314,1319,0,0,0,0.2,725930,3
1067,3.1,195282,46003,6031,15561,17095,12695,5568,2730,0,0,39,0.25,300965,3
1068,4.1,113579,30449,9583,1583,3977,2109,5106,1135,0,0,0,0.27,167521,3
1069,5.0,1085004,115316,72640,49971,43563,74857,48133,35833,53,54,69,0.3,1525317,2
1070,6.1,1583344,353167,46066,46261,45392,39535,69391,18627,51,37,0,0.3,2201783,3
1071,7.1,535468,224006,10704,26920,14920,29054,27511,12605,53,17,0,0.34,881188,3
1072,8.1,642016,399560,33094,13889,22319,11027,17321,3938,35,1,0,0.33,1143164,3
1073,9.0,579403,81418,6880,7746,9798,7208,4704,3086,17,1,0,0.3,700243,3
1074,10.1,507334,93657,41633,20718,20898,25634,24844,17019,24,10,0,0.3,751737,3
1075,10.4,482139,569514,238914,261065,99812,71440,16032,17938,17,51,58,0.31,1756854,2
1076,12.1,618566,267266,100167,60154,17584,24061,16893,4278,27,84,46,0.29,1108969,2
1077,13.1,822109,177935,41735,29913,23764,39158,15594,6426,35,100,0,0.28,1156634,2
1078,14.0,1392872,107120,48722,22574,12889,23876,23425,19922,34,97,0,0.3,1651400,2
1079,15.0,972163,360881,28992,61067,10641,24867,11137,7828,30,70,77,0.26,1477576,2
1080,16.1,603799,41475,24672,18261,4160,8086,5742,3097,40,78,0,0.22,709292,2
1081,17.1,35680,44260,4475,10625,15903,17053,21458,5874,48,69,0,0.4,155328,2
1082,18.1,102629,46612,23504,11529,11414,23702,67195,11410,56,67,43,0.59,297995,2
1083,19.0,813638,274707,63305,7828,32830,8022,11354,4853,47,69,36,0.58,1216537,2
1084,20.1,429212,47041,14638,13282,5618,11240,13287,5554,51,57,0,0.6,539872,2
1085,21.1,22205,54168,17782,5785,11311,15264,23584,13449,44,66,0,0.92,163548,2
1086,22.0,223087,11033,6534,5096,1061,7281,2467,2661,47,74,0,0.73,259220,2
